GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 3
TotalNumExamples: 69
NumberOfClasses: 3
ClassIDsAndCounters: 
1	22	NOT_SET
2	26	NOT_SET
3	21	NOT_SET
UseExternalRanges: 0
Data:
1	-1.05563	-0.130859	-0.0726318
1	-0.980179	-0.15799	-0.082077
1	-1.02667	-0.110916	-0.0134888
1	-1.09967	-0.154297	-0.118164
1	-0.838791	-0.367722	0.0673218
1	-0.943481	-0.1884	-0.0189514
1	-0.892853	-0.226151	-0.0301208
1	-0.802811	-0.451584	0.36618
1	-1.16183	0.0501556	0.114014
1	-1.25912	0.240204	0.278458
1	-0.895874	-0.300766	0.248413
1	-0.313919	-0.550964	0.299149
1	-0.891037	-0.123291	0.313431
1	-0.798477	0.0782776	0.337677
1	-1.02921	-0.0856476	0.311661
1	-0.965942	-0.0577545	0.455597
1	-1.05855	0.154037	0.218704
1	-1.05623	0.104233	0.222412
1	-1.09648	0.0161896	0.207108
1	-0.838089	-0.27002	-0.0436859
1	-0.896042	-0.172394	0.113342
1	-1.05208	0.130386	0.434708
2	0.362808	-0.0571289	-0.902283
2	0.410904	-0.046814	-0.988312
2	0.121155	-0.181396	-0.932877
2	0.233643	-0.304092	-0.757202
2	0.164047	-0.18837	-0.931564
2	0.206284	-0.110977	-1.0088
2	0.00236511	-0.0632324	-0.798874
2	-0.00012207	0.0213623	-1.06743
2	-0.202332	-0.110809	-1.1293
2	0.00375366	-0.202591	-0.934418
2	0.236359	-0.100021	-0.998688
2	-0.0955811	0.0892487	-1.21028
2	-0.168701	0.0711365	-0.876846
2	0.160706	-0.0447845	-1.07632
2	0.367279	-0.0814819	-0.955917
2	0.318573	-0.20842	-0.58902
2	0.0157013	0.0293121	-1.1264
2	-0.0970764	0.127594	-0.910217
2	0.0364075	-0.13739	-1.06441
2	-0.164825	-0.102005	-0.721832
2	0.080658	-0.0149841	-1.13037
2	0.380829	0.0626678	-1.0784
2	0.231598	0.0967255	-0.837341
2	0.522003	-0.103241	-0.842575
2	0.17012	-0.250992	-0.874664
2	0.155228	-0.0836945	-1.07666
3	0.01474	-0.042984	1.01425
3	0.100937	-0.102173	0.845154
3	0.0597229	-0.135986	1.08084
3	0.116257	-0.186661	0.909607
3	0.147736	-0.127182	0.951233
3	0.123947	0.0218964	1.29396
3	-0.0445862	-0.0242004	0.918488
3	0.0478363	-0.216431	0.916336
3	-0.0721283	-0.188034	0.945328
3	-0.294724	-0.131012	0.88533
3	-0.356766	-0.0441132	0.856323
3	0.196091	-0.283005	1.03973
3	0.181427	-0.344238	0.847778
3	0.113373	-0.312805	0.776001
3	-0.241043	-0.0171661	0.955841
3	-0.19841	0.0861053	1.02426
3	0.192795	-0.0340729	1.00227
3	0.185318	-0.110489	0.996658
3	-0.0174103	-0.248978	0.857224
3	-0.331085	0.0158234	1.14421
3	-0.0293274	-0.0242767	0.897705
